line_number,key,task,representation,kg,graph_id,prompt_type,temperature,temperature_label,cq_index,cq_complexity,endpoint,competency_question,sparql_query,syntax_ok,syntax_message,satisfiable,satisfiable_message,deterministic,deterministic_message,all_checks_passed,rows,variables,result_message,_line_number
653,sparql-ttl-core_scholar_shallow-0_shot-temp1.0-What publications are associated with each field of study?,sparql,ttl,core_scholar_shallow,core_scholar_shallow,0_shot,1.0,temp1.0,9,moderate,<FUSEKI_SERVER>/core_scholar_shallow/sparql,What publications are associated with each field of study?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT ?fieldOfStudy ?publication
WHERE {
  ?publication rdf:type coress-ont:Publication ;
               coress-ont:associatedFieldOfStudy ?fieldOfStudy .
}
ORDER BY ?fieldOfStudy",True,OK,True,OK,True,OK,True,10,"[""fieldOfStudy"", ""publication""]",OK,653
654,sparql-ttl-kwg_lite-cot-temp1.0-What are all the available earthquake hazards and how many are there?,sparql,ttl,kwg_lite,kwg_lite,cot,1.0,temp1.0,5,simple,<FUSEKI_SERVER>/kwg_lite/sparql,What are all the available earthquake hazards and how many are there?,"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX kwgl-ont: <http://stko-kwg.geog.ucsb.edu/lod/lite-ontology/>

SELECT (GROUP_CONCAT(DISTINCT ?earthquake; separator="", "") AS ?earthquakes) (COUNT(DISTINCT ?earthquake) AS ?earthquakeCount)
WHERE {
  ?earthquake a kwgl-ont:Earthquake .
}",True,OK,True,OK,True,OK,True,1,"[""earthquakes"", ""earthquakeCount""]",OK,654
655,sparql-nen-kwg_lite-cot-temp1.0-What are all the available tornado-specific hazard attributes related to all geographical places and how many are there?,sparql,nen,kwg_lite,kwg_lite,cot,1.0,temp1.0,6,moderate,<FUSEKI_SERVER>/kwg_lite/sparql,What are all the available tornado-specific hazard attributes related to all geographical places and how many are there?,"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX kwgl-ont: <http://stko-kwg.geog.ucsb.edu/lod/lite-ontology/>

SELECT ?attribute ?totalCount
WHERE {
  {
    SELECT DISTINCT ?attribute
    WHERE {
      kwgl-ont:Place ?attribute [] .
      ?attribute rdf:type owl:DatatypeProperty .
      FILTER(CONTAINS(LCASE(STR(?attribute)), ""tornado""))
    }
  }
  {
    SELECT (COUNT(DISTINCT ?attribute) AS ?totalCount)
    WHERE {
      kwgl-ont:Place ?attribute [] .
      ?attribute rdf:type owl:DatatypeProperty .
      FILTER(CONTAINS(LCASE(STR(?attribute)), ""tornado""))
    }
  }
}
ORDER BY ?attribute",True,OK,False,OK,True,OK,False,0,"[""attribute"", ""totalCount""]",OK,655
656,sparql-nen-core_scholar_rich-cot-temp0.0-What authors are advised by which advisors?,sparql,nen,core_scholar_rich,core_scholar_rich,cot,0.0,temp0.0,6,moderate,<FUSEKI_SERVER>/core_scholar_rich/sparql,What authors are advised by which advisors?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
SELECT ?author ?advisor
WHERE {
  ?author coresr-ont:advisedBy ?advisor .
}",True,OK,True,OK,True,OK,True,20,"[""author"", ""advisor""]",OK,656
657,sparql-axiom-core_scholar_rich-0_shot-temp0.0-Which universities in each state are associated with the most publications?,sparql,axiom,core_scholar_rich,core_scholar_rich,0_shot,0.0,temp0.0,11,complex,<FUSEKI_SERVER>/core_scholar_rich/sparql,Which universities in each state are associated with the most publications?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT ?state ?university ?pubCount
WHERE {
  # Subquery to calculate the max publication count for each state
  {
    SELECT ?state (MAX(?count) AS ?maxPubCount)
    WHERE {
      # Inner subquery to count publications for each university
      {
        SELECT ?state ?university (COUNT(DISTINCT ?publication) AS ?count)
        WHERE {
          ?university rdf:type coresr-ont:University ;
                      coresr-ont:locatedAt/coresr-ont:atState ?state .
          ?college coresr-ont:partOf ?university .
          ?department coresr-ont:partOf ?college .
          ?agent coresr-ont:associatedWith ?department .
          ?author coresr-ont:isPerformedBy ?agent ;
                  rdf:type coresr-ont:Author .
          ?publication coresr-ont:submittedBy ?author .
        }
        GROUP BY ?state ?university
      }
    }
    GROUP BY ?state
  }
  
  # Recalculate counts to find the specific university matching the max count
  {
    SELECT ?state ?university (COUNT(DISTINCT ?publication) AS ?pubCount)
    WHERE {
      ?university rdf:type coresr-ont:University ;
                  coresr-ont:locatedAt/coresr-ont:atState ?state .
      ?college coresr-ont:partOf ?university .
      ?department coresr-ont:partOf ?college .
      ?agent coresr-ont:associatedWith ?department .
      ?author coresr-ont:isPerformedBy ?agent ;
              rdf:type coresr-ont:Author .
      ?publication coresr-ont:submittedBy ?author .
    }
    GROUP BY ?state ?university
  }
  
  # Filter to join the two results
  FILTER (?pubCount = ?maxPubCount)
}
ORDER BY ?state ?university",True,OK,False,OK,True,OK,False,0,"[""state"", ""university"", ""pubCount""]",OK,657
658,sparql-nen-core_scholar_shallow-cot-temp1.0-What authors are advised by which advisors?,sparql,nen,core_scholar_shallow,core_scholar_shallow,cot,1.0,temp1.0,6,moderate,<FUSEKI_SERVER>/core_scholar_shallow/sparql,What authors are advised by which advisors?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
SELECT ?author ?advisor
WHERE {
  ?author a coress-ont:Author .
  ?author coress-ont:advisedBy ?advisor .
}",True,OK,True,OK,True,OK,True,10,"[""author"", ""advisor""]",OK,658
659,sparql-axiom-core_scholar_shallow-0_shot-temp1.0-What publications are associated with each field of study?,sparql,axiom,core_scholar_shallow,core_scholar_shallow,0_shot,1.0,temp1.0,9,moderate,<FUSEKI_SERVER>/core_scholar_shallow/sparql,What publications are associated with each field of study?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT ?fieldOfStudy ?publication
WHERE {
  ?publication rdf:type coress-ont:Publication .
  ?publication coress-ont:associatedFieldOfStudy ?fieldOfStudy .
}
ORDER BY ?fieldOfStudy",True,OK,True,OK,True,OK,True,10,"[""fieldOfStudy"", ""publication""]",OK,659
660,sparql-ttl-core_scholar_rich-0_shot-temp1.0-Which departments have the highest number of agents missing family name information?,sparql,ttl,core_scholar_rich,core_scholar_rich,0_shot,1.0,temp1.0,15,complex,<FUSEKI_SERVER>/core_scholar_rich/sparql,Which departments have the highest number of agents missing family name information?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT ?department ?missingCount
WHERE {
    {
        SELECT ?department (COUNT(?agent) AS ?missingCount)
        WHERE {
            ?department a coresr-ont:Department .
            ?department coresr-ont:hasAssociatedAgent ?agent .
            MINUS {
                ?agent coresr-ont:hasContactInformation ?contact .
                ?contact a coresr-ont:FamilyName .
            }
        }
        GROUP BY ?department
    }
    FILTER NOT EXISTS {
        {
            SELECT (COUNT(?other_agent) AS ?otherMissingCount)
            WHERE {
                ?other_department a coresr-ont:Department .
                ?other_department coresr-ont:hasAssociatedAgent ?other_agent .
                 MINUS {
                    ?other_agent coresr-ont:hasContactInformation ?other_contact .
                    ?other_contact a coresr-ont:FamilyName .
                }
            }
            GROUP BY ?other_department
        }
        FILTER(?otherMissingCount > ?missingCount)
    }
}",True,OK,True,OK,True,OK,True,10,"[""department"", ""missingCount""]",OK,660
661,sparql-axiom-kwg-cot-temp0.0-What are all the available impact factor details for all hazard events?,sparql,axiom,kwg,kwg,cot,0.0,temp0.0,11,complex,<FUSEKI_SERVER>/kwg/sparql,What are all the available impact factor details for all hazard events?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX sosa: <http://www.w3.org/ns/sosa/>

SELECT ?hazardEvent ?impactProperty ?impactValue
WHERE {
  ?impactCollection a kwg-ont:ImpactObservationCollection ;
                    sosa:hasFeatureOfInterest ?hazardEvent ;
                    sosa:hasMember ?impactObservation .
  ?impactObservation a kwg-ont:ImpactObservation ;
                     sosa:observedProperty ?impactProperty ;
                     sosa:hasSimpleResult ?impactValue .
}",True,OK,False,OK,True,OK,False,0,"[""hazardEvent"", ""impactProperty"", ""impactValue""]",OK,661
662,sparql-nen-core_scholar_shallow-cot-temp1.0-What publications involve people from more than one department?,sparql,nen,core_scholar_shallow,core_scholar_shallow,cot,1.0,temp1.0,12,complex,<FUSEKI_SERVER>/core_scholar_shallow/sparql,What publications involve people from more than one department?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
SELECT ?publication ?title
WHERE {
  ?publication a coress-ont:Publication .
  ?publication coress-ont:hasTitle ?title .
  ?publication coress-ont:submittedBy ?authorRole .
  ?agent coress-ont:performsRole ?authorRole .
  ?agent coress-ont:worksInDepartment ?department .
}
GROUP BY ?publication ?title
HAVING (COUNT(DISTINCT ?department) > 1)",True,OK,False,OK,True,OK,False,0,"[""publication"", ""title""]",OK,662
663,sparql-ttl-core_scholar_rich-cot-temp1.0-What are all available universities and their city values?,sparql,ttl,core_scholar_rich,core_scholar_rich,cot,1.0,temp1.0,5,simple,<FUSEKI_SERVER>/core_scholar_rich/sparql,What are all available universities and their city values?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT ?university ?city
WHERE {
  ?university a coresr-ont:University .
  ?university coresr-ont:locatedAt ?location .
  ?location coresr-ont:atState ?state .
  ?state coresr-ont:inCity ?city .
}",True,OK,True,OK,True,OK,True,10,"[""university"", ""city""]",OK,663
664,sparql-ttl-core_scholar_shallow-cot-temp1.0-What publication types have the longest average time between submission and publication?,sparql,ttl,core_scholar_shallow,core_scholar_shallow,cot,1.0,temp1.0,13,complex,<FUSEKI_SERVER>/core_scholar_shallow/sparql,What publication types have the longest average time between submission and publication?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT ?publicationType (AVG(?publicationDate - ?submissionDate) AS ?avgTimeDifference)
WHERE {
  ?publication a coress-ont:Publication ;
               coress-ont:hasPublicationType ?publicationType ;
               coress-ont:dateOfSubmission ?submissionDate ;
               coress-ont:dateOfPublication ?publicationDate .
}
GROUP BY ?publicationType
ORDER BY DESC(?avgTimeDifference)",True,OK,True,OK,True,OK,True,20,"[""publicationType"", ""avgTimeDifference""]",OK,664
665,sparql-nen-kwg-0_shot-temp1.0-What are all the available storm-specific hazard attributes and their details related to all geographical places?,sparql,nen,kwg,kwg,0_shot,1.0,temp1.0,7,moderate,<FUSEKI_SERVER>/kwg/sparql,What are all the available storm-specific hazard attributes and their details related to all geographical places?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX sosa: <http://www.w3.org/ns/sosa/>
PREFIX geo: <http://www.opengis.net/ont/geosparql#>

SELECT DISTINCT ?hazardAttribute ?details ?geographicalPlace
WHERE {
  VALUES ?stormAttributeType {
    kwg-ont:StormTrackObservableProperty
    kwg-ont:StormTrackletObservableProperty
    kwg-ont:MagnitudeObservableProperty
  }
  ?hazardAttribute rdfs:subClassOf* ?stormAttributeType .
  ?observation sosa:observedProperty ?hazardAttribute .
  ?observation sosa:hasSimpleResult ?details .
  ?observation sosa:hasFeatureOfInterest ?geographicalPlace .
  ?geographicalPlace a/rdfs:subClassOf* geo:Feature .
}",True,OK,False,OK,True,OK,False,0,"[""hazardAttribute"", ""details"", ""geographicalPlace""]",OK,665
666,sparql-axiom-core_scholar_rich-cot-temp1.0-What agents work in or are associated with which departments?,sparql,axiom,core_scholar_rich,core_scholar_rich,cot,1.0,temp1.0,8,moderate,<FUSEKI_SERVER>/core_scholar_rich/sparql,What agents work in or are associated with which departments?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
SELECT ?agent ?department
WHERE {
  ?agent coresr-ont:associatedWith ?department .
}",True,OK,True,OK,True,OK,True,20,"[""agent"", ""department""]",OK,666
667,sparql-ttl-kwg-0_shot-temp0.0-What are all the available geographical places and their names?,sparql,ttl,kwg,kwg,0_shot,0.0,temp0.0,2,simple,<FUSEKI_SERVER>/kwg/sparql,What are all the available geographical places and their names?,"PREFIX geo: <http://www.opengis.net/ont/geosparql#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX gnis: <http://gnis-ld.org/lod/gnis/ontology/>
PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>

SELECT DISTINCT ?place ?name
WHERE {
  ?place a/rdfs:subClassOf* geo:SpatialObject .
  FILTER NOT EXISTS { ?place a/rdfs:subClassOf* geo:Geometry . }
  
  ?place rdfs:label|gnis:officialName|kwg-ont:hasName|kwg-ont:hospitalName|kwg-ont:pharmacyName|kwg-ont:publicHealthDepartmentName|kwg-ont:siteName|kwg-ont:climateDivisionName|kwg-ont:hasIncidentName|kwg-ont:hasFireName|kwg-ont:hasDisasterName ?name .
}",True,OK,True,OK,True,OK,True,1630,"[""place"", ""name""]",OK,667
668,sparql-axiom-core_scholar_rich-cot-temp0.0-What agents work in or are associated with which departments?,sparql,axiom,core_scholar_rich,core_scholar_rich,cot,0.0,temp0.0,8,moderate,<FUSEKI_SERVER>/core_scholar_rich/sparql,What agents work in or are associated with which departments?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
SELECT ?agent ?department
WHERE {
  ?agent coresr-ont:associatedWith ?department .
}",True,OK,True,OK,True,OK,True,20,"[""agent"", ""department""]",OK,668
669,"sparql-nen-kwg_lite-cot-temp0.0-What are all the available earthquake hazards, their details, and their types?",sparql,nen,kwg_lite,kwg_lite,cot,0.0,temp0.0,10,moderate,<FUSEKI_SERVER>/kwg_lite/sparql,"What are all the available earthquake hazards, their details, and their types?","PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX kwgl-ont: <http://stko-kwg.geog.ucsb.edu/lod/lite-ontology/>

SELECT DISTINCT
  ?attribute
  ?attributeLabel
  ?range
  ?parentAttribute
  ?parentLabel
WHERE {
  ?attribute rdf:type owl:DatatypeProperty .

  OPTIONAL { ?attribute rdfs:label ?attributeLabel . }
  OPTIONAL { ?attribute rdfs:range ?range . }

  OPTIONAL {
    ?attribute rdfs:subPropertyOf ?parentAttribute .
    OPTIONAL { ?parentAttribute rdfs:label ?parentLabel . }
  }

  FILTER (
    CONTAINS(LCASE(STR(?attribute)), ""earthquake"") ||
    CONTAINS(LCASE(STR(?attributeLabel)), ""earthquake"")
  )
}
ORDER BY ?attribute",True,OK,True,OK,True,OK,True,6,"[""attribute"", ""attributeLabel"", ""range"", ""parentAttribute"", ""parentLabel""]",OK,669
670,sparql-axiom-kwg-0_shot-temp0.0-What are all the available damage details that have been impacted by a hazard?,sparql,axiom,kwg,kwg,0_shot,0.0,temp0.0,12,complex,<FUSEKI_SERVER>/kwg/sparql,What are all the available damage details that have been impacted by a hazard?,"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX sosa: <http://www.w3.org/ns/sosa/>

SELECT ?hazard ?damageType ?damageValue
WHERE {
  ?impactCollection a kwg-ont:ImpactObservationCollection ;
                    sosa:hasFeatureOfInterest ?hazard ;
                    sosa:hasMember ?impactObservation .

  ?impactObservation sosa:observedProperty ?damageType ;
                     sosa:hasSimpleResult ?damageValue .

  ?damageType a kwg-ont:ImpactObservableProperty .
  ?hazard a kwg-ont:Hazard .
}",True,OK,False,OK,True,OK,False,0,"[""hazard"", ""damageType"", ""damageValue""]",OK,670
671,sparql-ttl-kwg-cot-temp1.0-What are all the available storm-specific hazard attributes and their details related to all geographical places?,sparql,ttl,kwg,kwg,cot,1.0,temp1.0,7,moderate,<FUSEKI_SERVER>/kwg/sparql,What are all the available storm-specific hazard attributes and their details related to all geographical places?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX geo: <http://www.opengis.net/ont/geosparql#>

SELECT DISTINCT ?stormType ?property ?value
WHERE {
  VALUES ?rootClass {
    kwg-ont:NOAAHazardEvent
    kwg-ont:StormTrack
  }
  ?stormType rdfs:subClassOf* ?rootClass .
  FILTER(
    CONTAINS(LCASE(STR(?stormType)), ""storm"") ||
    CONTAINS(LCASE(STR(?stormType)), ""hurricane"") ||
    CONTAINS(LCASE(STR(?stormType)), ""tornado"") ||
    CONTAINS(LCASE(STR(?stormType)), ""typhoon"") ||
    CONTAINS(LCASE(STR(?stormType)), ""thunderstorm"") ||
    CONTAINS(LCASE(STR(?stormType)), ""blizzard"") ||
    CONTAINS(LCASE(STR(?stormType)), ""wind"")
  )
  ?stormType ?property ?value .
  OPTIONAL {
    FILTER(isBLANK(?value))
    ?value owl:onProperty ?onProp .
    FILTER(?onProp IN (kwg-ont:spatialRelation, kwg-ont:sfWithin, geo:hasGeometry))
  }
}
ORDER BY ?stormType ?property",True,OK,True,OK,True,OK,True,78,"[""stormType"", ""property"", ""value""]",OK,671
672,sparql-nen-core_scholar_rich-0_shot-temp1.0-What publications involve people from more than one department?,sparql,nen,core_scholar_rich,core_scholar_rich,0_shot,1.0,temp1.0,12,complex,<FUSEKI_SERVER>/core_scholar_rich/sparql,What publications involve people from more than one department?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT ?publication
WHERE {
    {
        ?role coresr-ont:contributedTo ?publication .
        ?role a coresr-ont:Contributor .
        ?agent coresr-ont:performsRole ?role .
    }
    UNION
    {
        ?publication coresr-ont:submittedBy ?role .
        ?role a coresr-ont:Author .
        ?agent coresr-ont:performsRole ?role .
    }
    ?agent coresr-ont:associatedWith ?department .
}
GROUP BY ?publication
HAVING (COUNT(DISTINCT ?department) > 1)",True,OK,False,OK,True,OK,False,0,"[""publication""]",OK,672
673,sparql-axiom-kwg_lite-cot-temp0.0-What are all the available storm-specific hazard attributes and their details related to all geographical places?,sparql,axiom,kwg_lite,kwg_lite,cot,0.0,temp0.0,7,moderate,<FUSEKI_SERVER>/kwg_lite/sparql,What are all the available storm-specific hazard attributes and their details related to all geographical places?,"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX kwgl-ont: <http://stko-kwg.geog.ucsb.edu/lod/lite-ontology/>

SELECT DISTINCT
  ?attribute
  ?attributeLabel
  ?range
  ?parentAttribute
  ?parentLabel
WHERE {
  ?attribute rdf:type owl:DatatypeProperty .
  ?attribute rdfs:domain kwgl-ont:Place .

  OPTIONAL { ?attribute rdfs:label ?attributeLabel . }
  OPTIONAL { ?attribute rdfs:range ?range . }

  OPTIONAL {
    ?attribute rdfs:subPropertyOf ?parentAttribute .
    OPTIONAL { ?parentAttribute rdfs:label ?parentLabel . }
  }

  FILTER (
    CONTAINS(LCASE(STR(?attribute)), ""storm"") ||
    CONTAINS(LCASE(STR(?attributeLabel)), ""storm"") ||
    CONTAINS(LCASE(STR(?attribute)), ""hurricane"") ||
    CONTAINS(LCASE(STR(?attributeLabel)), ""hurricane"") ||
    CONTAINS(LCASE(STR(?attribute)), ""tornado"") ||
    CONTAINS(LCASE(STR(?attributeLabel)), ""tornado"")
  )
}
ORDER BY ?attribute",True,OK,True,OK,True,OK,True,36,"[""attribute"", ""attributeLabel"", ""range"", ""parentAttribute"", ""parentLabel""]",OK,673
674,sparql-ttl-core_scholar_shallow-cot-temp0.0-What are all available authors?,sparql,ttl,core_scholar_shallow,core_scholar_shallow,cot,0.0,temp0.0,1,simple,<FUSEKI_SERVER>/core_scholar_shallow/sparql,What are all available authors?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT DISTINCT ?author
WHERE {
  ?author a coress-ont:Author .
}",True,OK,True,OK,True,OK,True,10,"[""author""]",OK,674
675,sparql-nen-core_scholar_rich-cot-temp0.0-What are all available publications and their submission dates?,sparql,nen,core_scholar_rich,core_scholar_rich,cot,0.0,temp0.0,4,simple,<FUSEKI_SERVER>/core_scholar_rich/sparql,What are all available publications and their submission dates?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
SELECT ?publication ?submissionDate
WHERE {
  ?publication coresr-ont:dateOfSubmission ?submissionDate .
}",True,OK,True,OK,True,OK,True,20,"[""publication"", ""submissionDate""]",OK,675
676,"sparql-axiom-kwg_lite-0_shot-temp0.0-What are all the available demographic attributes like population, household units, etc., associated with all geographical places?",sparql,axiom,kwg_lite,kwg_lite,0_shot,0.0,temp0.0,4,simple,<FUSEKI_SERVER>/kwg_lite/sparql,"What are all the available demographic attributes like population, household units, etc., associated with all geographical places?","PREFIX kwgl-ont: <http://stko-kwg.geog.ucsb.edu/lod/lite-ontology/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT DISTINCT ?place ?placeName ?population ?households ?percentPoverty ?percentDiabetic ?percentObese
WHERE {
  VALUES ?demographicProperty {
    kwgl-ont:hasPopulation
    kwgl-ont:hasNumberOfHouseHolds
    kwgl-ont:percentBelowPovertyLine
    kwgl-ont:percentDiabetic
    kwgl-ont:percentObese
  }
  ?place ?demographicProperty ?anyValue.
  
  OPTIONAL { ?place kwgl-ont:hasName ?placeName. }
  OPTIONAL { ?place kwgl-ont:hasPopulation ?population. }
  OPTIONAL { ?place kwgl-ont:hasNumberOfHouseHolds ?households. }
  OPTIONAL { ?place kwgl-ont:percentBelowPovertyLine ?percentPoverty. }
  OPTIONAL { ?place kwgl-ont:percentDiabetic ?percentDiabetic. }
  OPTIONAL { ?place kwgl-ont:percentObese ?percentObese. }
}",True,OK,True,OK,True,OK,True,30,"[""place"", ""placeName"", ""population"", ""households"", ""percentPoverty"", ""percentDiabetic"", ""percentObese""]",OK,676
677,sparql-axiom-kwg-0_shot-temp1.0-What are all the available impact factor details for all hazard events?,sparql,axiom,kwg,kwg,0_shot,1.0,temp1.0,11,complex,<FUSEKI_SERVER>/kwg/sparql,What are all the available impact factor details for all hazard events?,"PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX sosa: <http://www.w3.org/ns/sosa/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT ?hazardEvent ?impactProperty ?impactValue
WHERE {
  ?collection sosa:hasFeatureOfInterest ?hazardEvent;
              a kwg-ont:ImpactObservationCollection;
              sosa:hasMember ?impactObservation.
  ?impactObservation sosa:observedProperty ?impactProperty;
                     sosa:hasSimpleResult ?impactValue.
}",True,OK,False,OK,True,OK,False,0,"[""hazardEvent"", ""impactProperty"", ""impactValue""]",OK,677
678,sparql-axiom-core_scholar_shallow-0_shot-temp1.0-What are all available authors?,sparql,axiom,core_scholar_shallow,core_scholar_shallow,0_shot,1.0,temp1.0,1,simple,<FUSEKI_SERVER>/core_scholar_shallow/sparql,What are all available authors?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT DISTINCT ?author
WHERE {
  ?role rdf:type coress-ont:Author .
  ?role coress-ont:isPerformedBy ?author .
}",True,OK,False,OK,True,OK,False,0,"[""author""]",OK,678
679,sparql-nen-kwg-cot-temp0.0-What are all the available flood-specific hazard attributes and their details related to all geographical places?,sparql,nen,kwg,kwg,cot,0.0,temp0.0,8,moderate,<FUSEKI_SERVER>/kwg/sparql,What are all the available flood-specific hazard attributes and their details related to all geographical places?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX sosa: <http://www.w3.org/ns/sosa/>
PREFIX geo: <http://www.opengis.net/ont/geosparql#>

SELECT DISTINCT ?geographicalPlace ?floodHazard ?attribute ?value
WHERE {
  VALUES ?floodType {
    kwg-ont:NOAAFlood
    kwg-ont:NOAAFlashFlood
    kwg-ont:NOAACoastalFlood
    kwg-ont:NOAALakeshoreFlood
  }
  ?floodHazard a ?floodType .
  ?floodHazard kwg-ont:spatialRelation ?geographicalPlace .
  
  ?observation sosa:hasFeatureOfInterest ?floodHazard ;
               sosa:observedProperty ?attribute ;
               sosa:hasSimpleResult ?value .
}
ORDER BY ?geographicalPlace ?floodHazard",True,OK,False,OK,True,OK,False,0,"[""geographicalPlace"", ""floodHazard"", ""attribute"", ""value""]",OK,679
680,sparql-ttl-kwg-0_shot-temp0.0-What are all the available flood-specific hazard attributes and their details related to all geographical places?,sparql,ttl,kwg,kwg,0_shot,0.0,temp0.0,8,moderate,<FUSEKI_SERVER>/kwg/sparql,What are all the available flood-specific hazard attributes and their details related to all geographical places?,"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX sosa: <http://www.w3.org/ns/sosa/>

SELECT DISTINCT ?placeName ?floodHazard ?attribute ?value
WHERE {
  ?place a kwg-ont:AdministrativeRegion ;
         rdfs:label ?placeName .
  
  ?floodHazard kwg-ont:spatialRelation ?place .
  
  VALUES ?floodType {
    kwg-ont:NOAAFlood
    kwg-ont:NOAAFlashFlood
    kwg-ont:NOAACoastalFlood
    kwg-ont:NOAALakeshoreFlood
  }
  ?floodHazard a ?floodType .
  
  {
    ?floodHazard ?attribute ?value .
    FILTER(isLiteral(?value))
  }
  UNION
  {
    ?obsCollection sosa:hasFeatureOfInterest ?floodHazard ;
                   sosa:hasMember ?observation .
    ?observation sosa:observedProperty ?attribute ;
                 sosa:hasSimpleResult ?value .
  }
  UNION
  {
    ?episode kwg-ont:episodeHasPart ?floodHazard ;
             kwg-ont:hasNarrative ?value .
    BIND(kwg-ont:hasNarrative AS ?attribute)
  }
}
ORDER BY ?placeName ?floodHazard",True,OK,False,OK,True,OK,False,0,"[""placeName"", ""floodHazard"", ""attribute"", ""value""]",OK,680
681,sparql-nen-kwg-cot-temp1.0-What are all the available earthquake hazards and how many are there?,sparql,nen,kwg,kwg,cot,1.0,temp1.0,5,simple,<FUSEKI_SERVER>/kwg/sparql,What are all the available earthquake hazards and how many are there?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>

SELECT ?earthquakeHazard (COUNT(?earthquakeHazard) AS ?count)
WHERE {
  {
    SELECT DISTINCT ?earthquakeHazard
    WHERE {
      kwg-ont:EarthquakeObservableProperty rdfs:subClassOf ?earthquakeHazard .
    }
  }
}
GROUP BY ?earthquakeHazard",True,OK,True,OK,True,OK,True,1,"[""earthquakeHazard"", ""count""]",OK,681
